index,date,open,adj_close,prev,sma2,sma5,sma10,sma20,ema12,ema26,sma2_diff,sma5_diff,sma10_diff,sma20_diff,ema12_diff,ema26_diff,label
26,2019-04-03,1291.400024,1289.900024,1290.0,1289.200012,1291.5800048,1302.7500120999998,1301.4000183,1298.3292224414367,1297.572370035541,0.0006201457364340968,-0.0012248099224806954,-0.00988373031007738,-0.008837223488372136,-0.006456761582509102,-0.005870054291117131,0
27,2019-04-04,1290.599976,1289.0,1289.900024,1289.950012,1291.5999998000002,1300.5800169,1301.45501705,1297.0324226812158,1297.0040481069825,-3.875339101473249e-05,-0.001317912836941055,-0.00827970594719509,-0.008958053209556257,-0.005529419760066473,-0.005507422261263931,0
28,2019-04-05,1292.0,1290.400024,1289.0,1289.450012,1290.7999998,1298.2900144999999,1301.0900146,1295.7966653456442,1296.4111556546136,-0.0003491171450737123,-0.0013964311869666588,-0.0072071485647787975,-0.009379375174553844,-0.005272820283665023,-0.005749538909707986,1
29,2019-04-07,1295.800049,1295.599976,1290.400024,1289.700012,1289.5400144,1295.1400145000002,1300.2350158000002,1294.9664128309296,1295.9658866431607,0.0005424767413054661,0.0006664674395573416,-0.0036732721728469243,-0.007621661203564984,-0.0035387389538126313,-0.004313284671142178,1
30,2019-04-08,1292.199951,1297.099976,1295.599976,1293.0,1290.9800048,1293.2700072,1300.3450134,1295.0638840877098,1295.9387821510747,0.0020067737327589836,0.003565893242961907,0.0017983705180309147,-0.003662424735951061,0.00041377888408528594,-0.0002615052156150839,1
31,2019-04-09,1298.5,1303.5,1297.099976,1296.349976,1292.4,1291.9900024,1300.11000975,1295.3771289972929,1296.0247965102544,0.0005782129472493337,0.003623449299948086,0.003939537194162955,-0.002320587314543322,0.0013282299241266138,0.0008289102687837465,1
32,2019-04-10,1304.0,1309.099976,1303.5,1300.299988,1295.1199952,1293.3599975,1300.2450073,1296.6268014592479,1296.5785152872727,0.0024549382431914195,0.006428849098580784,0.007779058304564662,0.002497117529727658,0.005272879586307732,0.0053099230630819375,1
33,2019-04-11,1307.0,1288.599976,1309.099976,1306.299988,1299.1399904,1294.9699950999998,1300.68500365,1298.5457513885945,1297.5060308956229,0.002138864908206205,0.007608269637612446,0.0107936606516294,0.006428059357018865,0.008062199071803753,0.00885642450304124,0
34,2019-04-12,1293.400024,1290.599976,1288.599976,1298.849976,1298.7799808,1294.1599976000002,1299.8650024499998,1297.0156320980416,1296.8463231255769,-0.007954369230874486,-0.007900050434270695,-0.004314777047613615,-0.008742066319889349,-0.006530852285256917,-0.0063994624236877245,1
35,2019-04-14,1294.0,1292.599976,1290.599976,1289.599976,1297.7799808,1294.3799928,1299.3700012499999,1296.0286080829583,1296.3836307459046,0.0007748334252254783,-0.00556330771231938,-0.0029288833645539384,-0.006795308703771346,-0.004206285591127503,-0.004481369017090887,1
36,2019-04-15,1284.800049,1286.800049,1292.599976,1291.599976,1296.8799807999999,1294.6399904,1298.6950012500001,1295.5011262240416,1296.1033600239857,0.0007736345494098941,-0.0033111595849201186,-0.0015782256211337097,-0.004715322112925803,-0.002244430046346881,-0.002710338920806034,0
37,2019-04-16,1285.199951,1272.599976,1286.800049,1289.7000125,1293.5399906,1294.3299929,1297.4550049,1294.1624989588045,1295.4142258740608,-0.002253624020494588,-0.0052377536084474196,-0.005851681390478433,-0.008280195441615191,-0.00572151824560936,-0.006694262158876271,0
38,2019-04-17,1273.5,1272.199951,1272.599976,1279.7000125,1286.2399905999998,1292.6899905,1295.4900025000002,1290.845187734373,1293.7242814389451,-0.005579158128162645,-0.010718226353321775,-0.01578659034958213,-0.01798681984259302,-0.01433695747168002,-0.016599328805067617,0
39,2019-04-18,1270.800049,1271.900024,1272.199951,1272.3999635,1282.9599856,1290.8699831999998,1293.00499885,1287.9766897752388,1292.1298865916158,-0.00015721781772019347,-0.008457817178456978,-0.014675391384290106,-0.016353599002771804,-0.01240114713322981,-0.015665725797230228,0
40,2019-04-21,1278.0,1279.0,1271.900024,1272.0499875,1279.2199951999999,1288.499988,1290.8849976000001,1285.5033565790482,1290.631378251496,-0.0001179051003776163,-0.005755146679673171,-0.013051311963808878,-0.014926466893438869,-0.010695284473906204,-0.01472706494067649,1
41,2019-04-22,1273.5,1273.5,1279.0,1275.450012,1276.5,1286.6899904,1289.3399964,1284.5028401822715,1289.769794677311,0.0027755965598123414,0.001954652071931196,-0.006012502267396359,-0.008084438154808459,-0.004302455185513279,-0.008420480592111793,0
42,2019-04-23,1266.400024,1269.300049,1273.5,1276.25,1273.8399902,1283.6899904,1288.5249939500002,1282.810095538845,1288.564624701214,-0.0021594032194738907,-0.0002669730663526518,-0.008001562936788333,-0.011798189202984043,-0.007310636465524116,-0.01182930875635172,0
43,2019-04-24,1268.400024,1275.5,1269.300049,1271.4000245,1273.1800048,1279.7099977000003,1287.3399964,1280.7316268405611,1287.1376190937165,-0.0016544358456887036,-0.0030567680219163542,-0.008201330101737288,-0.014212516114068215,-0.009006206097263929,-0.014053076030186558,1
44,2019-04-25,1280.599976,1275.800049,1275.5,1272.4000245,1273.8400146,1278.4000001,1286.2799988499999,1279.9267611727826,1286.2755732349226,0.002430400235201903,0.001301438965111796,-0.002273618267346094,-0.008451586711093577,-0.0034706085243297238,-0.00844811700111533,1
45,2019-04-26,1284.900024,1284.900024,1275.800049,1275.6500245,1274.6200195999998,1276.9200074,1285.6500001,1279.2918823769699,1285.4996084767802,0.0001175924864696194,0.0009249328693200216,-0.000877847904832685,-0.007720607243839351,-0.0027369754215849757,-0.007602726998155354,1
46,2019-04-28,1289.0,1288.199951,1284.900024,1280.3500365,1275.8000244,1276.1500122000002,1285.3950012999999,1280.1546733958976,1285.4551948118335,0.0035411218110460887,0.007082262767550579,0.006809877528650284,-0.00038522631391891535,0.003693167184579678,-0.0004320731585833306,1
